name,artists,year,danceability,energy,valence,popularity,tempo
Bringing in the Sheaves - Voice,"['George A. Minor', 'Mormon Tabernacle Choir', 'Richard P. Condie', 'Alexander Schreiner', 'The Philadelphia Brass Ensemble & Percussion']",1960,0.438,0.422,0.31,12,110.867
Din Pe Din Beet Jaye,['Suraiya'],1948,0.501,0.344,0.598,0,73.31
Get It Together - Remastered,['Grand Funk Railroad'],1970,0.409,0.636,0.6890000000000001,26,165.398
Se Dejaras de Quererme - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",1936,0.642,0.32,0.662,0,117.199
Ain't That Lonely Yet - 2002 Remaster,['Dwight Yoakam'],2004,0.598,0.732,0.5489999999999999,48,106.92
"Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 1. Allegro","['Antonio Vivaldi', 'James Tyler', 'Robin Jeffrey', 'The English Concert', 'Trevor Pinnock']",1986,0.6459999999999999,0.279,0.7170000000000001,42,104.864
Stin Athina,['Kostas Nouros'],1930,0.469,0.175,0.318,0,78.456
My Next Thirty Years,['Tim McGraw'],1999,0.605,0.804,0.601,51,98.866
I've Just Begun to Love You,['Dynasty'],1980,0.866,0.531,0.906,24,114.919
The Intrepid Fox,['Freddie Hubbard'],1970,0.397,0.54,0.489,21,143.404
La Fuerza del Destino,['Mecano'],1988,0.763,0.612,0.887,36,89.824
Αχ Μπριγκίτα!,"['Βασίλης Μεσολογγίτης', 'Μαρία Ανδρονίκου']",1934,0.715,0.364,0.72,0,77.64
Tou Voria To Mpalkonaki,['Ioannis Panagiotopoulos'],1930,0.459,0.479,0.8170000000000001,0,127.015
Unfold,"['Alina Baraz', 'Galimatias']",2015,0.638,0.5,0.194,55,111.945
Fuck Armageddon...This Is Hell,['Bad Religion'],1982,0.278,0.88,0.18,38,78.385
The Waters Of March,['Susannah McCorkle'],1993,0.642,0.0973,0.424,53,129.224
Picture To Burn,['Taylor Swift'],2006,0.6579999999999999,0.877,0.821,62,105.586
Friends of Mine - Mono Version,['The Zombies'],1968,0.521,0.8109999999999999,0.872,33,125.346
Down to the Moon,"['Andreas Vollenweider', 'Walter Keiser', 'Pedro Haldemann', 'Jon Otis', 'Matthias Ziegler', 'Christoph Ziegler']",1986,0.349,0.364,0.133,31,76.544
Soup - 2004 Remastered Version,['CAN'],1972,0.421,0.569,0.188,26,114.168
Bongo Bong,['Manu Chao'],1998,0.755,0.545,0.964,66,149.807
Swimming,['Florence + The Machine'],2009,0.402,0.862,0.343,40,109.23
Death On Two Legs (Dedicated To...) - Remastered 2011,['Queen'],1975,0.395,0.698,0.455,47,124.66
Sunflower Seeds,['Bryce Vine'],2016,0.723,0.593,0.273,65,92.985
The Captain's Table,['Erich Wolfgang Korngold'],1940,0.408,0.0109,0.385,11,88.209
Desnúdate Mujer,['Frankie Ruiz'],1994,0.727,0.7070000000000001,0.917,51,99.81
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","['Young Thug', '2 Chainz', 'Wiz Khalifa', 'PnB Rock']",2017,0.631,0.732,0.5489999999999999,58,151.779
Rocket Skates,['Deftones'],2010,0.129,0.951,0.203,48,76.343
Πέφτουν τα φύλλα απ' τα κλαριά,['Stelios Kazantzidis'],1935,0.636,0.154,0.8370000000000001,0,112.536
Bill (Bonus Track),['Helen Morgan'],1928,0.374,0.112,0.327,3,93.65
Patria Hermana - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",1939,0.627,0.4920000000000001,0.518,0,128.508
Hurt You,"['The Weeknd', 'Gesaffelstein']",2018,0.476,0.718,0.361,70,183.932
Truth,['Gucci Mane'],2020,0.6859999999999999,0.338,0.181,45,140.048
Rose In Harlem,['Teyana Taylor'],2018,0.5429999999999999,0.5670000000000001,0.351,61,143.744
Be Aitbar Sajan,['Hameeda Bano'],1947,0.514,0.047,0.226,0,67.991
Thinking of You,['Harlequin'],1980,0.495,0.7879999999999999,0.63,35,156.918
Heartless Heart,['Dokken'],1984,0.521,0.779,0.557,27,126.942
Crash And Burn,['Pat Travers Band'],1980,0.5589999999999999,0.408,0.698,23,127.57
You're On (feat. Kyan),"['Madeon', 'Kyan']",2015,0.49,0.914,0.241,54,100.1
It's Over - Remastered 2001,['Glen Campbell'],1967,0.392,0.315,0.588,19,85.339
"Le tombeau de Couperin, M. 68a: IV. Rigaudon","['Maurice Ravel', 'Charles Gerhardt', 'National Philharmonic Orchestra']",1949,0.401,0.152,0.48,11,139.231
Gangs In The Street - Remastered 2006,['Loverboy'],1981,0.632,0.6859999999999999,0.556,28,108.33
Himno A La Humildad,"['Marco Antonio Solís', 'Los Bukis']",1995,0.551,0.272,0.5479999999999999,40,97.903
It's a Typical Day,"[""Li'l Abner Ensemble""]",1956,0.5329999999999999,0.435,0.568,4,111.327
Have You Forgotten,['Red House Painters'],1996,0.622,0.19,0.264,34,73.74
The Flying Dutchman: Overture,"['Richard Wagner', 'Staatskapelle Berlin', 'Max von Schillings']",1926,0.25,0.274,0.0392,1,126.489
"Werther, Acte III: Soit! Adieu donc!","['Ninon Vallin', 'Georges Thill', 'Germaine Féraldy', ""Chœur et Orchestre de l'Opéra de Paris"", 'Elie Cohen']",1931,0.286,0.219,0.349,0,70.53
A Esa Gran Velocidad,['El Haragán y Compañía'],1992,0.226,0.667,0.24,51,75.639
Suraj Jaga Dharti Jagi,"['Shankar Dasgupta', 'Geeta Dutt']",1948,0.53,0.265,0.755,0,172.319
"Daphnis et Chloé, M. 57: Scene 1: Invocation to the Nymphs","['Maurice Ravel', 'Charles Münch']",1955,0.127,0.14,0.0391,3,83.878
Suite populaire espagnole: III. Canción,"['Manuel de Falla', 'Isaac Stern']",1949,0.418,0.0549,0.176,0,71.863
Trojans,['Atlas Genius'],2013,0.721,0.8220000000000001,0.536,52,140.002
Love Is Strange,['Kenny Rogers'],1990,0.802,0.68,0.879,40,119.983
Empty City,['Thunder'],2010,0.205,0.604,0.188,3,164.068
Louisiana Women - Live in Texas - September 1974,['Waylon Jennings'],1976,0.386,0.6729999999999999,0.524,20,87.956
Часть 31.4 & Часть 32.1 - По ком звонит колокол,['Эрнест Хемингуэй'],1940,0.595,0.0648,0.478,0,173.686
She Put the Hurt on Me,['Otis Redding'],1966,0.846,0.391,0.975,22,116.229
highschool,['guccihighwaters'],2019,0.731,0.736,0.602,62,130.07
You're in My Heart (Carroll Gibbons),['Carroll Gibbons'],1929,0.525,0.129,0.325,0,103.27
Μπεστενγκιάρ μανές,['Αντώνης Νταλγκάς'],1930,0.273,0.0958,0.18,0,86.281
Romeo Is Bleeding,['Tom Waits'],1978,0.6990000000000001,0.526,0.669,34,117.429
"Sonata No. 2 in E-Flat Major, BWV 1031: II. Siciliana","['Johann Sebastian Bach', 'James Galway']",1995,0.276,0.0286,0.373,35,102.286
I Believe - 2011 Remaster,['R.E.M.'],1986,0.272,0.943,0.698,26,174.724
Love Walked In,['Frank Sinatra'],1961,0.5,0.224,0.438,18,116.831
Oh! Ma-Ma,['Trio Lescano'],1937,0.775,0.205,0.848,2,133.009
Entha Ghorapathame,['P. Suribabu'],1941,0.632,0.321,0.746,0,124.147
Chelsea Hotel #2,['Leonard Cohen'],1975,0.513,0.0436,0.224,34,130.687
Love or Let Me Be Lonely,['The Friends Of Distinction'],1996,0.525,0.433,0.462,33,96.453
10:00 P.M.,['Larry Carlton'],1982,0.522,0.166,0.334,40,151.956
Imitación e inversión,['Iván Rolón'],1926,0.5720000000000001,0.0297,0.738,0,149.876
Tippin' At The Terrace,['Leo Mathisens Ork.'],1942,0.753,0.407,0.86,0,108.178
Pictures at an Exhibition: Bydlo,"['Modest Mussorgsky', 'George Szell', 'Cleveland Orchestra']",1958,0.279,0.0514,0.0797,14,101.378
Seviliana,"['Danai Stratigopoulou', 'Elvira De Dalgko']",1930,0.474,0.593,0.581,0,110.343
Así,['Nicolas Urcelay'],1954,0.338,0.274,0.265,12,92.524
黑色幽默,['Jay Chou'],2000,0.603,0.292,0.231,50,127.905
Butch And Butch,['Oliver Nelson'],1961,0.657,0.478,0.883,24,103.811
Jogo do Bicho No. 2,['Mandi e Sorocabinha'],1939,0.669,0.275,0.591,0,104.545
That Lady - Pt. 1 & 2,['The Isley Brothers'],1999,0.339,0.809,0.922,45,126.539
Push Push,['Cinderella'],1986,0.4920000000000001,0.7809999999999999,0.55,35,127.699
Yefikir Tizita,['Mulatu Astatke'],1969,0.748,0.275,0.595,32,132.416
Monster Mash,"['Bobby ""Boris"" Pickett', 'The Crypt-Kickers']",1962,0.541,0.504,0.7070000000000001,69,68.482
"Cry, Cry, Cry",['Johnny Cash'],1961,0.8740000000000001,0.49,0.9,13,103.649
Yer Killin' Me,['Remo Drive'],2017,0.396,0.718,0.366,60,165.272
Night Train - Remastered,"['Louis Prima', 'Keely Smith', 'Sam Butera & The Witnesses']",1956,0.7020000000000001,0.585,0.4320000000000001,30,109.034
I Believe in Love,['Barbra Streisand'],1976,0.487,0.767,0.606,29,129.733
"Kinderszenen, Op. 15: No. 7 in F Major, Träumerei","['Robert Schumann', 'Ivan Moravec']",1989,0.5,0.0123,0.313,59,130.128
La Oferta,['Los Tigres Del Norte'],1993,0.511,0.68,0.964,38,209.49
You Can't Make A Heart Love Somebody,['George Strait'],1994,0.561,0.352,0.268,30,138.351
Ya Tengo Lo Que Buscaba,['Marino'],1976,0.738,0.326,0.655,34,93.777
Euaggelitsa,['Rita Ampatzi'],1930,0.461,0.547,0.946,0,92.136
La Mulata - Remasterizado,"['Francisco Canaro', 'Charlo']",1930,0.782,0.331,0.97,0,145.46
"Mass A Theatre Piece for Singers, Players and Dancers I: 2. Hymn and Psalm: ""A Simple Song""",['Leonard Bernstein'],1950,0.226,0.0235,0.076,0,86.246
Tum Meri Tum Mere Sajan,"['Devika Rani', 'Kishore Sahu']",1937,0.392,0.312,0.7440000000000001,0,69.391
By and By,['Elvis Presley'],1967,0.607,0.731,0.871,29,105.837
God Only Knows - Remastered,['The Beach Boys'],1966,0.521,0.487,0.483,71,117.072
Cuéntame Tu Vida,['Caifanes'],1988,0.5770000000000001,0.843,0.527,52,124.94
Eres,['José Maria Napoleón'],1979,0.578,0.6659999999999999,0.863,62,100.771
Na Zisis Amaxa Mou,['Rita Ampatzi'],1940,0.612,0.504,0.931,0,117.321
(Gotta Get A) Meal Ticket,['Elton John'],1975,0.67,0.84,0.769,37,139.333
Enough,['Priscilla Lopez'],2008,0.8390000000000001,0.464,0.733,42,105.95
Bloody Mother Fucking Asshole,['Martha Wainwright'],2005,0.369,0.414,0.238,49,176.449
Last Time That I Checc'd (feat. YG),"['Nipsey Hussle', 'YG']",2018,0.711,0.746,0.279,64,96.024
Reflections,['Thelonious Monk'],1954,0.466,0.112,0.423,16,69.244
Cinema Show - Live in Paris,['Genesis'],1977,0.312,0.4320000000000001,0.197,21,144.767
Love Me or Leave Me - 2013 Remastered Version,['Nina Simone'],1958,0.462,0.343,0.84,44,175.977
4am,['Our Lady Peace'],1997,0.376,0.64,0.296,38,121.821
Doxy,['Sonny Rollins'],1958,0.562,0.2,0.485,33,133.899
Tra Tra,['Mala Fe'],2001,0.732,0.96,0.675,41,91.527
"I'm Checkin' Out, Goombye (with Duke Ellington & His Orchestra)","['Rosemary Clooney', 'Duke Ellington']",1956,0.444,0.535,0.731,6,205.606
This Could Be the Night,['Loverboy'],1985,0.545,0.363,0.315,37,84.578
For Lena And Lennie,['Quincy Jones'],1962,0.4370000000000001,0.0857,0.206,10,73.161
"Why Georgia - Live at the Nokia Theatre, Los Angeles, CA - December 2007",['John Mayer'],2008,0.421,0.759,0.418,50,99.431
I Shot The Sheriff,['Eric Clapton'],1974,0.73,0.639,0.6579999999999999,65,94.395
Easy Skanking,['Bob Marley & The Wailers'],2002,0.8240000000000001,0.522,0.581,62,126.238
More Beautiful You,['Jonny Diaz'],2009,0.457,0.635,0.458,45,155.843
One Morning in May - Another Version,['Jean Ritchie'],1952,0.0,0.0308,0.0,8,0.0
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen","['Robert Schumann', 'Vladimir Horowitz']",1962,0.418,0.00637,0.356,15,69.533
Later,['Ella Fitzgerald'],1954,0.685,0.805,0.723,15,94.078
Tie My Hands,"['Lil Wayne', 'Robin Thicke']",2008,0.812,0.448,0.212,48,89.966
Chee Chee-Oo Chee (Sang The Little Bird),['Dean Martin'],1956,0.5429999999999999,0.18,0.7490000000000001,8,148.867
This Cowboy's Hat,['Chris LeDoux'],2008,0.508,0.418,0.569,48,86.38
Chhup Chhup Ke Sapnon Mein,['Asha Bhosle'],1951,0.511,0.175,0.7190000000000001,0,180.99
"String Quartet No. 7 in F Major, Op. 59 No. 1: Radio Announcement (2)","['Ludwig van Beethoven', 'Announcer, May 12, 1946 - Madison, WI']",1947,0.721,0.255,0.6659999999999999,0,71.146
The Big Country (1958) Suite,['Jerome Moross'],1946,0.315,0.385,0.599,0,80.441
Chicago,"[""Original Broadway Cast of 'Pal Joey'""]",1952,0.387,0.8220000000000001,0.639,0,145.982
Funk #49,['James Gang'],1973,0.6659999999999999,0.948,0.8420000000000001,34,91.577
"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version","['Julie Andrews', 'Dick Van Dyke', 'The Pearlie Chorus']",2001,0.52,0.667,0.934,40,79.346
This One's for You,['Barry Manilow'],1976,0.342,0.423,0.369,42,125.608
My Blue Heaven,['Fats Domino'],1959,0.428,0.8,0.961,34,96.482
Rosetta,['Garnet Clark'],1935,0.63,0.4,0.8370000000000001,1,125.871
Palhaço,['Egberto Gismonti'],1980,0.221,0.104,0.196,42,172.892
That I Would Be Good,['Alanis Morissette'],1998,0.4920000000000001,0.295,0.0958,43,82.079
"Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz)","['Rob $tone', 'Shelley FKA DRAM', 'Denzel Curry', 'Cousin Stizz']",2016,0.828,0.49,0.279,58,107.968
I Hear You Calling,['Bill Fay'],1971,0.579,0.275,0.41,36,122.765
Smoke Gets In Your Eyes,['Cannonball Adderley'],1961,0.38,0.234,0.406,8,73.433
Ti na tis kano tis kardias,['Thanasis Varsamas'],1950,0.414,0.407,0.599,0,86.922
Yardbird Suite,['Hubert Fol'],1947,0.6509999999999999,0.45,0.746,0,126.522
What It Is To Burn - New Version,['Finch'],2002,0.258,0.735,0.132,52,150.049
Edameye Avaz Razavi Foroud Roohafza Tahrire Busalik Va Sepehr,['Mohammadreza Shajarian'],1975,0.4,0.175,0.344,26,112.604
H'acuchu,"[""Scarlet D'Carpio""]",1930,0.305,0.126,0.42,0,71.678
Trav'lin' All Alone,['Billie Holiday'],1937,0.609,0.275,0.8540000000000001,3,167.999
Carol Jane - Remastered Version,['The Everly Brothers'],1960,0.574,0.647,0.795,11,93.47
Elijah Rock,['Mahalia Jackson'],1954,0.535,0.239,0.605,19,127.794
Handy Man,['James Taylor'],1977,0.7979999999999999,0.266,0.534,33,90.102
Suburban Eyes - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,['Thelonious Monk'],1951,0.588,0.63,0.6990000000000001,27,111.102
"Sonata No. 17 in B-Flat, K. 570: Allegretto","['Wolfgang Amadeus Mozart', 'William Kapell']",1945,0.458,0.39,0.807,0,155.542
I Predict a Riot,['Kaiser Chiefs'],2005,0.392,0.979,0.357,52,158.882
El Pueblero - Remasterizado,"['Francisco Canaro', 'Luis Díaz']",1930,0.767,0.259,0.89,0,150.553
It's Gonna Be A Lovely Day,['S.O.U.L. S.Y.S.T.E.M.'],1992,0.66,0.617,0.486,41,98.625
Zana,['Yma Sumac'],1952,0.583,0.462,0.637,4,111.638
Top Of The Bill,['Scorpions'],1975,0.337,0.685,0.364,30,137.456
Honeysuckle Rose,['Rose Murphy'],1957,0.7609999999999999,0.44,0.889,15,119.27
"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 25","['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']",1944,0.675,0.303,0.46,16,80.153
Silver Bells,"['Fred Waring', 'The Pennsylvanians']",1957,0.387,0.578,0.491,9,167.138
"I'm Going To Go Back There Someday - From ""The Muppet Movie""/Soundtrack Version",['Gonzo'],1979,0.38,0.128,0.235,32,86.285
Someone's Always Singing,['Shuggie Otis'],1971,0.456,0.52,0.468,32,130.246
Часть 227.2 - Триумфальная арка,['Эрих Мария Ремарк'],1945,0.748,0.151,0.639,0,77.792
"Violin Sonata No. 1, Sz. 75: II. Adagio","['Béla Bartók', 'Isaac Stern']",1949,0.178,0.128,0.0355,0,81.13
Hanging By A Moment,['Lifehouse'],2000,0.541,0.8640000000000001,0.435,65,124.557
Jhum Raha Hai Mera Man,['Khursheed Bano'],1947,0.515,0.396,0.894,0,82.701
Nagri Meri Kab Tak Yun Hi,['Sitara'],1944,0.3,0.197,0.542,0,73.084
...Til the Cops Come Knockin',['Maxwell'],1996,0.711,0.5589999999999999,0.583,48,130.017
Welcome to My World,['Dean Martin'],1967,0.233,0.269,0.144,29,73.144
Dancing in the Moonlight,['Toploader'],2000,0.632,0.858,0.872,76,119.397
"Piano Concerto No. 3 in C Minor, Op. 37: I. Allegro con brio","['Ludwig van Beethoven', 'Arthur Rubinstein', 'Arturo Toscanini']",1944,0.27,0.179,0.173,0,71.408
Mohaniya Sundar Mukhda Khol,"['Surendra', 'Noor Jehan']",1944,0.37,0.314,0.478,0,103.427
Funny World,['Astrud Gilberto'],1965,0.195,0.179,0.421,22,179.082
Weary Blues,['Louis Armstrong & His Hot Seven'],1926,0.78,0.313,0.963,7,102.273
Burnin' Up,['Judas Priest'],1979,0.451,0.932,0.165,24,110.515
Sweet Is the Night,['Electric Light Orchestra'],1977,0.352,0.614,0.524,47,75.511
The Great Disappointment,['AFI'],2003,0.359,0.7290000000000001,0.0862,39,93.756
Beyond the Sea (La Mer),['Ray Conniff'],1962,0.49,0.223,0.391,52,110.633
If I Were A Rich Man,['Herb Alpert & The Tijuana Brass'],1966,0.609,0.316,0.698,24,97.089
Nunca Pense Llorar,['Rossy War y Su Banda Kaliente'],1996,0.852,0.7070000000000001,0.939,45,104.995
9:20 Special,['Jim Hall'],1957,0.544,0.0686,0.389,17,80.841
Don't Shoot Shot Gun,['Def Leppard'],1987,0.589,0.906,0.514,42,130.918
"Piano Sonata No. 4 in E-Flat Major, K. 282: I. Adagio","['Wolfgang Amadeus Mozart', 'Glenn Gould']",1958,0.315,0.0821,0.591,15,122.016
"Root, Hog Or Die","['Mother Maybelle', 'The Carter Sisters']",1952,0.852,0.324,0.962,9,120.184
Guilty Conscience,"['Eminem', 'Dr. Dre']",2005,0.748,0.767,0.459,51,90.863
If We Never Meet Again,"['Porter Wagoner', 'The Blackwood Brothers Quartet']",1966,0.439,0.192,0.357,16,90.412
Rise & Fall (feat. Sting),"['Craig David', 'Sting']",2002,0.405,0.589,0.8079999999999999,59,83.373
Perfect World - Rarities Version,['Sublime'],1991,0.7959999999999999,0.6890000000000001,0.8320000000000001,31,88.397
"The Ballad of Sweeney Todd: ""Attend the Tale of Sweeney Todd""","['Stephen Sondheim', 'Sweeney Todd: The Demon Barber of Fleet Street Original Broadway Cast Ensemble', 'Paul Gemignani']",1979,0.411,0.476,0.244,25,61.47
Часть 59.2 - Фиеста,['Эрнест Хемингуэй'],1926,0.682,0.271,0.417,0,143.321
Aida: O terra addio,"['Giuseppe Verdi', 'Kurt Baum', 'Max Rudolf', 'Metropolitan Opera Orchestra']",1949,0.24,0.155,0.055,0,134.317
Oh Kay!: The Woman's Touch,"['George Gershwin', 'P. G. Wodehouse', 'Oh, Kay! Ensemble (1955)', 'Lehman Engel']",1926,0.789,0.344,0.863,2,127.193
Living In The U.S.A.,['Steve Miller Band'],1968,0.38,0.633,0.589,39,83.585
"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto","['Ludwig van Beethoven', 'Pierre Monteux']",1950,0.303,0.334,0.482,0,73.473
Can I Get A Witness - Alternate Vocal,['The Supremes'],1966,0.625,0.5720000000000001,0.516,32,80.893
Throbbing Python Of Love,['Robin Williams'],1983,0.508,0.526,0.104,25,85.223
Crazy Horses,['The Osmonds'],1972,0.512,0.977,0.731,44,120.165
Ezz-Thetic,"['Miles Davis', 'Lee Konitz']",1951,0.475,0.475,0.797,14,74.101
Engine Number 9 - Single Version,['Wilson Pickett'],1970,0.5770000000000001,0.853,0.882,35,191.255
If You Love Me (Alouette),['Alvin & The Chipmunks'],1961,0.851,0.486,0.633,12,113.32
Hit Da Floe,['Dirty'],2001,0.833,0.82,0.532,38,125.982
Часть 188.3 - Триумфальная арка,['Эрих Мария Ремарк'],1945,0.706,0.236,0.463,0,108.211
God's Gonna Cut You Down,['Odetta'],1956,0.785,0.105,0.507,3,108.855
Return To The Brandywine,['Russ Barenberg'],1988,0.47,0.146,0.255,25,109.401
Backroads Life (feat. The Lacs),"['Charlie Farley', 'The Lacs']",2014,0.732,0.738,0.604,50,136.122
Vieni Sul Mar,['Al Caiola'],1961,0.347,0.368,0.79,9,145.996
I Me Mine - Remastered 2009,['The Beatles'],1970,0.291,0.638,0.525,51,185.235
Pumpkinhead,['Misfits'],1999,0.438,0.977,0.157,42,107.197
"Nocturnes, Op. 15: No. 2 in F-Sharp Major (Larghetto)","['Frédéric Chopin', 'Alfred Cortot']",1926,0.285,0.0654,0.104,0,75.709
Tú Me Vas A Llorar,['Los Temerarios'],2001,0.483,0.5579999999999999,0.773,48,135.929
Enchanted Lady,"['Milt Jackson', 'Ray Brown']",1970,0.38,0.369,0.475,27,82.951
Aside,['The Weakerthans'],2000,0.18,0.895,0.288,41,174.648
Nightmare,['Set It Off'],2012,0.443,0.95,0.7,57,170.06
Huw's Lesson / The Mine Tragedy,['Alfred Newman'],1941,0.126,0.16,0.0359,0,91.636
Terra straniera,['Luciano Tajoli'],1942,0.404,0.273,0.659,0,122.99
Te quiero,['Hombres G'],1986,0.736,0.711,0.7190000000000001,41,112.309
My Sin,['Hank Mobley Quartet'],1955,0.5579999999999999,0.139,0.208,2,124.209
Ain't No Way To Treat A Lady,['Helen Reddy'],1987,0.49,0.319,0.334,38,80.181
"Le nozze di Figaro, K. 492, Act I Scene 7: Basilio, in traccia tosto di Figaro volate (Conte, Susanna, Cherubino, Basilio)","['Wolfgang Amadeus Mozart', 'Franco Calabrese', 'Glyndebourne Festival Orchestra', 'Graziella Sciutti', 'Hugues Cuénod', 'Rise Stevens', 'Vittorio Gui']",1955,0.581,0.0902,0.5589999999999999,12,111.643
Zamba de la candelaria,['Eduardo Falú'],1955,0.475,0.283,0.481,30,98.849
Nausicaä of the Valley of Wind - Opening theme,['Joe Hisaishi'],1984,0.173,0.246,0.0744,39,61.832
The Jump Off,"[""Lil' Kim""]",2003,0.8370000000000001,0.736,0.905,54,104.907
"Piano Concerto in A Minor, Op. 54: III. Allegro vivace","['Robert Schumann', 'Eugene Ormandy', 'Philadelphia Orchestra']",1952,0.337,0.235,0.236,0,134.962
Bits and Pieces - 2019 - Remaster,['The Dave Clark Five'],1964,0.485,0.835,0.974,37,143.853
If I Had You - Remastered,['Frank Sinatra'],1957,0.468,0.249,0.528,28,115.876
Room 409,['Bullet For My Valentine'],2006,0.378,0.954,0.64,38,93.142
Love Story: A Cornish Rhapsody (Arr. G. Robinson for Piano and Orchestra) - Instrumental,"['H. Bath', 'Hubert Bath', 'Paul Weston', 'Liberace', 'Paul Weston And His Orchestra']",1953,0.321,0.386,0.0594,13,121.475
